96.21,321,1539955917065
96.21,154,1539955924903
96.14,10494,1539955954011
96.14,2782,1539955957599
96.2,3703,1539955969940
96.145,1482,1539955976988
96.195,4732,1539955985490
96.095,32924,1539956072031
96.09,3367,1539956093008
96.09,7617,1539956108771
96.11,9312,1539956127892
96.12,4115,1539956131297
96.13,802,1539956140391
96.12,18879,1539956238150
96.135,1319,1539956249045
96.13,9023,1539956283402
96.1,11569,1539956332131
96.085,3543,1539956351776
96.24,12545,1539956372210
96.27,491,1539956378147
96.25,2251,1539956381470
96.26,0,1539956388158
96.35,7779,1539956410177
96.4,3576,1539956447534
96.4,2093,1539956449210
96.43,721,1539956460899
96.42,1904,1539956474320
96.46,6629,1539956478721
96.43,9147,1539956507260
96.42,1282,1539956513355
96.39,3432,1539956531605
96.35,5393,1539956578394
96.36,0,1539956582383
96.29,5975,1539956606503
96.31,3647,1539956616823
96.3,4961,1539956620915
96.22,10679,1539956643167
96.22,5141,1539956645524
96.23,2149,1539956650050
96.23,10864,1539956662022
96.24,2869,1539956674300
96.27,2196,1539956679483
96.29,832,1539956681617
96.3,1708,1539956689720
96.31,2553,1539956699141
96.35,12376,1539956706254
96.29,3683,1539956717437
96.35,1514,1539956726011
96.31,2184,1539956733443
96.28,435,1539956740487
96.28,3203,1539956753940
96.26,4685,1539956780229
96.29,8111,1539956822346
96.28,1002,1539956830627
96.34,3486,1539956859005
96.3,1779,1539956877111
96.31,886,1539956882898
96.32,11924,1539956918938
96.31,555,1539956921988
96.37,8228,1539956964714
96.355,3622,1539956982998
96.35,2990,1539956987636
96.33,475,1539956992081
96.31,3320,1539956995421
96.355,102282,1539957002086
96.39,3676,1539957007807
96.4,3958,1539957016154
96.41,1898,1539957020861
96.45,7440,1539957034461
96.45,4580,1539957035089
96.43,2650,1539957046897
96.44,4472,1539957058267
96.45,10213,1539957068668
96.45,2448,1539957075268
96.45,2946,1539957080468
96.46,3257,1539957084568
96.44,2304,1539957096216
96.43,1770,1539957114926
96.43,4983,1539957153698
96.43,4026,1539957166732
96.43,4827,1539957178257
96.42,8490,1539957191383
96.475,15551,1539957218217
96.48,1028,1539957222277
96.47,8514,1539957230598
96.47,2336,1539957237157
96.47,1799,1539957239310
96.52,15226,1539957284255
96.51,2612,1539957285816
96.5,4201,1539957306620
96.52,8993,1539957325849
96.51,0,1539957326920
96.51,1477,1539957334643
96.51,2073,1539957338921
96.51,565,1539957344753
96.51,761,1539957353173
96.49,2189,1539957355502
96.5,3686,1539957363961
96.51,977,1539957370887
96.5,3945,1539957385120
96.47,11281,1539957405208
96.45,2102,1539957410490
96.44,1210,1539957425391
96.47,4952,1539957435040
96.46,4166,1539957438126
96.46,2235,1539957443700
96.46,3658,1539957454657
96.46,1068,1539957460587
96.455,4907,1539957470544
96.46,1651,1539957474261
96.47,4454,1539957498360
96.47,132,1539957501469
96.46,2795,1539957503654
96.46,1796,1539957522926
96.45,16197,1539957538253
96.49,4519,1539957552737
96.46,19860,1539957648470
96.45,7456,1539957656834
96.44,7538,1539957674014
96.41,1493,1539957680362
96.36,2367,1539957690487
96.37,7332,1539957707261
96.36,3538,1539957713987
96.36,5220,1539957724611
96.38,5856,1539957728861
96.4,2235,1539957731679
96.41,4453,1539957742969
96.44,6678,1539957772578
96.48,2148,1539957780543
96.47,1656,1539957793245
96.55,20572,1539957812474
96.55,1318,1539957817640
96.57,4442,1539957826487
96.57,2217,1539957833891
96.53,6385,1539957860150
96.56,986,1539957864929
96.56,517,1539957871579
96.56,2413,1539957880027
96.55,1011,1539957888773
96.55,653,1539957899645
96.57,1451,1539957916545
96.59,2039,1539957924234
96.61,934,1539957930073
96.64,925,1539957939430
96.66,7033,1539957977596
96.68,1230,1539957982751
96.67,2630,1539957989987
96.67,3490,1539958010170
96.67,2389,1539958017111
