12.295,0,1539955828076
12.3,42593,1539955838441
12.31,370370,1539955847951
12.29,0,1539955852114
12.26,0,1539955872388
12.26,23657,1539955878387
12.27,62047,1539955882912
12.305,59441,1539955905258
12.34,28312,1539955917994
12.33,95723,1539955922133
12.34,58766,1539955946231
12.325,3091,1539955950158
12.325,553030,1539955974060
12.32,5883,1539955976292
12.335,203282,1539956001403
12.33,6202,1539956005705
12.32,47023,1539956027367
12.33,36498,1539956051424
12.32,55,1539956060567
12.32,67114,1539956067143
12.36,241023,1539956127501
12.38,114072,1539956144912
12.365,0,1539956157981
12.365,23856,1539956162019
12.35,63694,1539956166728
12.37,87171,1539956202185
12.38,44110,1539956231422
12.385,110429,1539956246132
12.385,54841,1539956250040
12.385,52058,1539956254408
12.38,39608,1539956259651
12.35,413509,1539956392594
12.35,24865,1539956404665
12.34,40045,1539956413279
12.35,47500,1539956452431
12.38,45132,1539956476258
12.39,110503,1539956490462
12.39,12245,1539956497493
12.39,19843,1539956511841
12.39,121840,1539956553569
12.39,10173,1539956554411
12.4,0,1539956559800
12.39,17809,1539956571365
12.39,41644,1539956602215
12.395,74677,1539956612390
12.39,82317,1539956656350
12.4,79618,1539956662204
12.395,100022,1539956688291
12.405,158120,1539956773218
12.405,0,1539956773977
12.4,2652,1539956785202
12.42,66077,1539956808229
12.42,63492,1539956830198
12.43,55497,1539956849090
12.455,112061,1539956893765
12.46,32051,1539956897608
12.455,7586,1539956906072
12.455,7537,1539956925130
12.455,7490,1539956930624
12.455,147972,1539956993935
12.455,76274,1539957001998
12.45,29296,1539957007663
12.45,29941,1539957018804
12.47,59880,1539957025818
12.465,5995,1539957027215
12.48,41557,1539957033046
12.475,105537,1539957037589
12.475,29412,1539957044393
12.47,45124,1539957054437
12.465,10323,1539957076270
12.47,78037,1539957123702
12.47,53688,1539957127716
12.48,150991,1539957135594
12.48,57220,1539957173834
12.485,4183,1539957175856
12.48,146199,1539957186631
12.49,29240,1539957193848
12.495,185996,1539957201620
12.505,86374,1539957217634
12.5,251290,1539957222436
12.495,234696,1539957282819
12.495,90382,1539957288947
12.495,11628,1539957300337
12.5,95168,1539957326065
12.505,103219,1539957366655
12.5,48419,1539957376756
12.5,24037,1539957382054
12.5,564,1539957410828
12.5,280,1539957418828
12.49,70927,1539957446740
12.48,23364,1539957461248
12.47,23367,1539957479354
12.48,70091,1539957486996
12.485,70419,1539957512094
12.49,23419,1539957520806
12.48,71355,1539957541002
12.475,18186,1539957551980
12.48,43358,1539957566939
12.48,22831,1539957575296
12.485,79511,1539957600052
12.49,0,1539957604159
12.5,214828,1539957619419
12.51,166644,1539957639467
12.51,21834,1539957642124
12.51,11715,1539957670124
12.5,42017,1539957681219
12.5,0,1539957683942
12.495,21755,1539957700106
12.495,165542,1539957728809
12.495,58452,1539957771299
12.5,2322,1539957775288
12.505,72164,1539957810458
12.505,29986,1539957825413
12.505,28594,1539957836057
12.51,0,1539957840884
12.515,39339,1539957852219
12.51,96035,1539957897485
12.51,0,1539957902925
12.52,12370,1539957932057
12.515,524093,1539957959807
12.51,113949,1539957977447
12.52,166278,1539957991468
12.53,28108,1539957999722
12.53,17985,1539958014007
12.53,31900,1539958032057
12.515,38741,1539958051399
12.52,0,1539958056058
12.525,21435,1539958064064
12.53,7543,1539958071677
12.53,38043,1539958090011
12.545,289792,1539958123009
12.545,15449,1539958131058
12.535,53951,1539958142498
12.535,46171,1539958146473
12.53,148857,1539958195209
12.535,0,1539958199057
12.535,17895,1539958210441
12.535,1745,1539958218057
12.54,49024,1539958221742
12.56,83559,1539958240821
12.56,14926,1539958244918
12.56,54165,1539958260060
12.57,327267,1539958295011
12.57,35946,1539958321053
12.57,15314,1539958325057
12.59,162022,1539958356984
12.6,209060,1539958369668
12.595,15699,1539958374670
12.59,198927,1539958402058
12.6,36201,1539958410057
12.59,194060,1539958460150
12.59,35846,1539958470589
12.595,3657,1539958480691
12.6,142209,1539958521238
12.62,57841,1539958534072
12.615,6142,1539958544554
12.63,143612,1539958555658
12.63,314005,1539958589276
12.645,257232,1539958603723
12.645,23352,1539958607976
12.65,98273,1539958612279
12.655,51183,1539958612385
12.68,317920,1539958637091
12.69,73180,1539958644059
12.69,168661,1539958651666
12.7,176556,1539958672887
12.69,240803,1539958679042
12.685,1155,1539958681501
12.685,244251,1539958688363
12.675,123774,1539958706057
12.67,164728,1539958729418
12.68,10267,1539958733057
12.685,179222,1539958739408
12.685,20726,1539958742353
12.685,67214,1539958751330
12.685,74697,1539958758753
12.68,107190,1539958764152
12.67,59270,1539958769262
12.675,32640,1539958770633
12.675,9698,1539958777381
12.675,55088,1539958785203
12.675,73637,1539958805615
12.685,219404,1539958834495
12.685,47825,1539958835231
12.685,92835,1539958856258
12.685,9311,1539958858654
12.685,33306,1539958886915
12.685,23862,1539958900886
12.685,126480,1539958922869
12.68,97396,1539958932249
12.69,93401,1539958942417
12.685,10132,1539958951020
12.68,21040,1539958954010
12.675,226790,1539958988120
12.675,489199,1539958994033
12.675,55406,1539958995535
12.68,59352,1539959012720
12.68,65426,1539959022440
12.68,0,1539959026211
12.67,17437,1539959034285
12.67,34347,1539959038391
12.68,68408,1539959044053
12.67,59360,1539959075860
12.665,43443,1539959081810
12.66,19354,1539959087369
12.66,43022,1539959100100
12.67,25946,1539959107364
12.68,11376,1539959110643
12.67,69048,1539959126452
12.675,20575,1539959154170
12.675,0,1539959160869
12.675,2682,1539959165337
12.675,8889,1539959181940
12.675,18048,1539959187508
12.675,68609,1539959189683
12.675,150764,1539959193835
12.68,42027,1539959206010
12.675,82713,1539959254862
12.68,99834,1539959268741
12.675,222154,1539959272440
12.675,84795,1539959300328
12.675,0,1539959304265
12.675,0,1539959312707
12.675,9450,1539959325580
12.675,6913,1539959332241
12.675,92053,1539959349191
12.675,16022,1539959368036
12.675,33112,1539959404394
12.68,258616,1539959422930
12.675,25413,1539959453318
12.67,50107,1539959482913
12.68,142576,1539959498385
12.685,377926,1539959519556
12.69,134249,1539959525998
12.695,30903,1539959540977
12.7,162399,1539959547162
12.7,147192,1539959553219
12.7,90417,1539959557601
12.7,7937,1539959568266
12.7,93876,1539959596835
12.7,61223,1539959621674
12.71,324300,1539959626700
12.71,42101,1539959654448
12.715,99775,1539959700545
12.71,13961,1539959705048
12.73,501797,1539959715925
12.72,35228,1539959726244
12.71,13592,1539959734049
12.71,160910,1539959760798
12.715,27434,1539959776274
12.705,52090,1539959782247
12.705,4744,1539959785693
12.705,0,1539959790807
12.705,7176,1539959795989
12.705,12607,1539959799163
12.705,26946,1539959804907
12.705,0,1539959809811
12.705,13554,1539959813437
12.705,0,1539959826620
12.705,185,1539959832141
12.705,2114,1539959832643
12.705,40705,1539959842250
12.705,0,1539959845522
12.705,4511,1539959848666
12.705,12049,1539959853084
12.705,259343,1539959866211
12.705,7669,1539959870366
12.695,17671,1539959873559
12.695,0,1539959883367
12.695,1480,1539959887611
12.695,20154,1539959893619
12.695,16850,1539959907609
12.695,27991,1539959909886
12.695,22162,1539959929150
12.695,169236,1539959937499
12.695,26583,1539959950224
12.695,31233,1539959974164
12.7,6826,1539959979889
12.7,6826,1539959984365
12.695,47782,1539960021075
12.685,129131,1539960031762
12.69,44434,1539960038989
12.69,63354,1539960045484
12.695,5364,1539960051993
12.685,48605,1539960057120
12.685,0,1539960061493
12.685,12691,1539960064143
12.685,15545,1539960071222
12.685,36985,1539960074490
12.67,159831,1539960087341
12.69,219056,1539960093062
12.695,13970,1539960098550
12.695,17363,1539960101560
12.695,0,1539960106467
12.695,35471,1539960119216
12.705,138053,1539960142793
12.705,2822,1539960145223
12.705,14410,1539960157967
12.705,8405,1539960162045
12.705,29783,1539960166210
12.705,4611,1539960171824
12.7,68969,1539960174599
12.695,510923,1539960179534
12.695,1831,1539960184441
12.695,0,1539960186705
12.695,22693,1539960194390
12.695,197711,1539960206583
12.695,0,1539960210081
12.695,25401,1539960227688
12.7,324962,1539960264972
