81.695,0,1539796104939
81.685,222,1539796109024
81.665,2830,1539796125797
81.645,1928,1539796138863
81.645,2529,1539796143244
81.645,742,1539796158920
81.64,4097,1539796178537
81.635,741,1539796185877
81.635,4405,1539796205979
81.625,960,1539796214058
81.615,2043,1539796234865
81.62,3481,1539796238621
81.605,2339,1539796267633
81.615,4926,1539796286235
81.605,1786,1539796294238
81.615,6938,1539796312109
81.63,949,1539796322010
81.65,2314,1539796328689
81.64,2315,1539796339789
81.635,2523,1539796349886
81.635,210,1539796359521
81.65,1787,1539796365886
81.66,778,1539796370587
81.67,2314,1539796389366
81.665,429,1539796397392
81.665,1788,1539796398306
81.645,735,1539796410639
81.635,1584,1539796421949
81.625,1787,1539796432140
81.635,1260,1539796438192
81.635,2520,1539796454215
81.62,1787,1539796459305
81.615,732,1539796473680
81.635,1992,1539796481554
81.625,2075,1539796488505
81.625,1786,1539796491684
81.635,1462,1539796498362
81.66,2239,1539796516431
81.655,1787,1539796529974
81.655,202,1539796542753
81.65,3648,1539796547786
81.655,729,1539796555599
81.65,2989,1539796558965
81.645,2514,1539796565686
81.665,5680,1539796584872
81.665,2317,1539796601928
81.67,2180,1539796616695
81.67,2513,1539796620247
81.655,4301,1539796633614
81.685,3383,1539796653309
81.665,2853,1539796670439
81.675,3922,1539796693732
81.68,1259,1539796703810
81.7,2859,1539796729720
81.7,1794,1539796734355
81.7,1525,1539796749867
81.715,3391,1539796767686
81.715,1636,1539796772460
81.73,4492,1539796810285
81.725,722,1539796818325
81.74,2326,1539796846052
81.75,1257,1539796849619
81.75,4120,1539796862356
81.755,2865,1539796866972
81.76,1258,1539796871880
81.755,721,1539796884840
81.775,3943,1539796917105
81.78,1795,1539796922391
81.775,184,1539796925940
81.785,3592,1539796938817
81.79,720,1539796945189
81.8,720,1539796947058
81.815,4491,1539796984892
81.83,6837,1539797008842
81.85,12455,1539797022326
81.865,15062,1539797047224
81.825,692,1539797052200
81.825,2359,1539797072168
81.835,719,1539797079321
81.85,1812,1539797095667
81.845,1437,1539797104302
81.825,4422,1539797131290
81.815,1404,1539797141380
81.805,170,1539797147089
81.825,3753,1539797184062
81.83,4126,1539797202584
81.825,5101,1539797223761
81.785,715,1539797235387
81.78,1813,1539797244731
81.77,1518,1539797247951
81.79,4556,1539797276478
81.795,2362,1539797301539
81.81,4566,1539797304231
81.84,2366,1539797325745
81.84,714,1539797330213
81.835,323,1539797337432
81.85,874,1539797344985
81.87,3629,1539797357121
81.87,712,1539797360232
81.87,160,1539797370538
81.86,10123,1539797377550
81.845,1265,1539797381382
81.87,6411,1539797396949
81.88,156,1539797401863
81.88,1012,1539797406195
81.88,711,1539797414869
81.86,7439,1539797425149
81.81,5064,1539797432349
81.825,3797,1539797437428
81.825,1266,1539797451209
81.825,1416,1539797458872
81.825,4614,1539797477528
81.83,708,1539797482235
81.83,3972,1539797488503
81.84,856,1539797498156
81.845,5746,1539797509444
81.855,5217,1539797527190
81.86,4638,1539797527580
81.88,2258,1539797553504
81.875,25438,1539797566847
81.9,8312,1539797570386
81.895,1848,1539797583853
81.915,14710,1539797606278
81.915,3135,1539797614680
81.905,1280,1539797624091
81.91,3159,1539797636318
81.905,912,1539797638847
81.895,834,1539797648846
81.895,1982,1539797653477
81.885,1406,1539797666769
81.88,1853,1539797671214
81.885,3130,1539797678309
81.885,1406,1539797689800
81.885,1277,1539797695716
81.885,3581,1539797704460
81.855,2431,1539797712507
81.855,3010,1539797723879
81.875,4291,1539797753539
81.865,3015,1539797764889
81.845,1981,1539797773615
81.825,4541,1539797804714
81.815,1980,1539797816883
81.825,700,1539797830665
81.825,1859,1539797836034
81.84,4181,1539797842630
81.83,12224,1539797890996
81.825,1282,1539797911399
81.825,116,1539797920512
81.825,347,1539797933052
81.835,1863,1539797947190
81.84,2562,1539797953702
81.835,1040,1539797962621
